"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 05 18:45:12 GMT 2022","Tue Apr 05 18:45:13 GMT 2022","847","Users","Users","test.java.tests.Users","test.java.tests.Users","searchAllUsers","searchAllUsers",""
"passed","Tue Apr 05 18:45:10 GMT 2022","Tue Apr 05 18:45:12 GMT 2022","2408","Users","Users","test.java.tests.Users","test.java.tests.Users","editUser","editUser",""
"passed","Tue Apr 05 18:45:05 GMT 2022","Tue Apr 05 18:45:09 GMT 2022","4006","Users","Users","test.java.tests.Users","test.java.tests.Users","createUser","createUser",""
"passed","Tue Apr 05 18:45:13 GMT 2022","Tue Apr 05 18:45:14 GMT 2022","752","Users","Users","test.java.tests.Users","test.java.tests.Users","searchExistentUser","searchExistentUser",""
"passed","Tue Apr 05 18:45:09 GMT 2022","Tue Apr 05 18:45:10 GMT 2022","761","Users","Users","test.java.tests.Users","test.java.tests.Users","deleteUser","deleteUser",""
"passed","Tue Apr 05 18:45:14 GMT 2022","Tue Apr 05 18:45:15 GMT 2022","767","Users","Users","test.java.tests.Users","test.java.tests.Users","searchNonexistentUser","searchNonexistentUser",""
